"id","serial_no","record_string","machine_type","part","result","order_no","operator","input_date","update_date","sheet_config_id_id"
"101","H003928_480951_190531_19_101900182","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 10:00"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:10"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900182"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900182"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 10:00:27.126043","2019-06-03 11:10:55.901015","7"
"102","H003928_480951_190531_20_101900181","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 10:00"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:10"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900181"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900181"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 10:00:43.911859","2019-06-03 11:10:45.277279","7"
"103","B545-0101-2_0_190531_1","{""operator"":""liutianshu"",""date"":""2019-05-31"",""part"":""B545-0101-2"",""machine"":""Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列"",""group"":""3"",""title"":""Global A Z 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-31"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-31"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-31"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-31"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-05-31"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-05-31"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-05-31"",""comment40"":"""",""result"":1}","Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列","B545-0101-2","1","0","liutianshu","2019-05-31 10:28:30.184821","2019-05-31 10:28:30.184821","3"
"104","H00006253_0_190531_1","{""operator"":""liutianshu"",""date"":""2019-05-31"",""part"":""H00006253"",""machine"":""Global S A Green/Blue/Chrome"",""group"":""3"",""title"":""Global A Z 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-31"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-31"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-31"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-31"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-05-31"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-05-31"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-05-31"",""comment40"":"""",""result"":1}","Global S A Green/Blue/Chrome","H00006253","1","0","liutianshu","2019-05-31 10:29:11.166546","2019-05-31 10:29:11.166546","3"
"105","B545-0201-1-2_0_190531_1","{""operator"":""liutianshu"",""date"":""2019-05-31"",""part"":""B545-0201-1-2"",""machine"":""Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列"",""group"":""1"",""title"":""Global A X 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-31"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-31"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-31"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-31"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-05-31"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-05-31"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-05-31"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-31"",""comment50.1"":"""",""result50.2"":""OKAY"",""date50.2"":""2019-05-31"",""comment50.2"":"""",""result60.1"":""OKAY"",""date60.1"":""2019-05-31"",""comment60.1"":"""",""result60.2"":""OKAY"",""date60.2"":""2019-05-31"",""comment60.2"":"""",""result60.3"":""265"",""date60.3"":""2019-05-31"",""comment60.3"":"""",""result"":1}","Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列","B545-0201-1-2","1","0","liutianshu","2019-05-31 10:30:50.836224","2019-05-31 10:30:50.836224","1"
"106","B545-0201-1-2_0_190531_2","{""operator"":""liutianshu"",""date"":""2019-05-31"",""part"":""B545-0201-1-2"",""machine"":""Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列"",""group"":""1"",""title"":""Global A X 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-31"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-31"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-31"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-31"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-05-31"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-05-31"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-05-31"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-31"",""comment50.1"":"""",""result50.2"":""OKAY"",""date50.2"":""2019-05-31"",""comment50.2"":"""",""result60.1"":""OKAY"",""date60.1"":""2019-05-31"",""comment60.1"":"""",""result60.2"":""OKAY"",""date60.2"":""2019-05-31"",""comment60.2"":"""",""result60.3"":""271"",""date60.3"":""2019-05-31"",""comment60.3"":"""",""result"":1}","Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列","B545-0201-1-2","1","0","liutianshu","2019-05-31 10:31:04.704802","2019-05-31 10:31:04.704802","1"
"107","H003928_480951_190531_21_101900174","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 11:09"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:10"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900174"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900174"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 11:09:53.689860","2019-06-03 11:10:35.090348","7"
"108","H003928_480951_190531_22_101900172","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 11:10"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:10"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900172"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900172"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 11:10:31.208341","2019-06-03 11:10:24.887817","7"
"109","H003928_480951_190531_23_101900171","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 11:10"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:10"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900171"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900171"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 11:10:50.583790","2019-06-03 11:10:14.732087","7"
"110","H003928_480951_190531_24_101900192","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 11:10"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:10"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900192"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900192"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 11:11:11.503658","2019-06-03 11:10:03.312741","7"
"111","H003928_480951_190531_25_101900194","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 11:11"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:09"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900194"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900194"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 11:11:34.279950","2019-06-03 11:09:47.650140","7"
"112","H003928_480951_190531_26_101900177","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 11:11"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:09"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900177"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900177"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 11:11:52.313781","2019-06-03 11:09:36.948403","7"
"113","H003928_480951_190531_27_101900178","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 11:12"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:09"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900178"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900178"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 11:12:09.801605","2019-06-03 11:09:26.667871","7"
"114","H003928_480951_190531_28_101900175","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 11:12"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:09"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900175"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900175"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 11:12:30.300268","2019-06-03 11:09:15.856932","7"
"115","H003928_480951_190531_29_101900198","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 11:12"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:09"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900198"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900198"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 11:12:56.664606","2019-06-03 11:09:03.844778","7"
