"id","serial_no","record_string","machine_type","part","result","order_no","operator","input_date","update_date","sheet_config_id_id"
"612","G17049502_480818_190617_47_141900592","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-17"", ""part"": ""G17049502"", ""machine"": ""电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480818"", ""result10"": ""OKAY"", ""date10"": ""2019-06-17"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-17"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-17"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-17"", ""comment40"": """", ""result50.1"": ""2019/06/17 11:36"", ""date50.1"": ""2019-06-17"", ""comment50.1"": """", ""result50.2"": ""2019/06/18 13:46"", ""date50.2"": ""2019-06-18"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-18"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-18"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-18"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-18"", ""comment60.3"": """", ""result70"": ""141900592"", ""date70"": ""2019-06-17"", ""comment70"": """", ""sntaken"": ""141900592"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向","G17049502","1","480818","zhangdaoxian","2019-06-17 11:36:11.635330","2019-06-18 13:46:25.961092","7"
"613","G17049502_480818_190617_48_141900598","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-17"", ""part"": ""G17049502"", ""machine"": ""电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480818"", ""result10"": ""OKAY"", ""date10"": ""2019-06-17"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-17"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-17"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-17"", ""comment40"": """", ""result50.1"": ""2019/06/17 11:36"", ""date50.1"": ""2019-06-17"", ""comment50.1"": """", ""result50.2"": ""2019/06/18 13:46"", ""date50.2"": ""2019-06-18"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-18"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-18"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-18"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-18"", ""comment60.3"": """", ""result70"": ""141900598"", ""date70"": ""2019-06-17"", ""comment70"": """", ""sntaken"": ""141900598"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向","G17049502","1","480818","zhangdaoxian","2019-06-17 11:36:24.209091","2019-06-18 13:46:34.681604","7"
"614","G17049502_480818_190617_49_141900630","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-17"", ""part"": ""G17049502"", ""machine"": ""电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480818"", ""result10"": ""OKAY"", ""date10"": ""2019-06-17"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-17"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-17"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-17"", ""comment40"": """", ""result50.1"": ""2019/06/17 11:36"", ""date50.1"": ""2019-06-17"", ""comment50.1"": """", ""result50.2"": ""2019/06/18 13:46"", ""date50.2"": ""2019-06-18"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-18"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-18"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-18"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-18"", ""comment60.3"": """", ""result70"": ""141900630"", ""date70"": ""2019-06-17"", ""comment70"": """", ""sntaken"": ""141900630"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向","G17049502","1","480818","zhangdaoxian","2019-06-17 11:36:42.040120","2019-06-18 13:46:43.885722","7"
"615","G17049502_480818_190617_50_141900626","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-17"", ""part"": ""G17049502"", ""machine"": ""电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480818"", ""result10"": ""OKAY"", ""date10"": ""2019-06-17"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-17"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-17"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-17"", ""comment40"": """", ""result50.1"": ""2019/06/17 11:36"", ""date50.1"": ""2019-06-17"", ""comment50.1"": """", ""result50.2"": ""2019/06/18 13:46"", ""date50.2"": ""2019-06-18"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-18"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-18"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-18"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-18"", ""comment60.3"": """", ""result70"": ""141900626"", ""date70"": ""2019-06-17"", ""comment70"": """", ""sntaken"": ""141900626"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向","G17049502","1","480818","zhangdaoxian","2019-06-17 11:36:58.810335","2019-06-18 13:46:56.209880","7"
"616","G17049502_480818_190617_51_141900621","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-17"", ""part"": ""G17049502"", ""machine"": ""电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480818"", ""result10"": ""OKAY"", ""date10"": ""2019-06-17"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-17"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-17"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-17"", ""comment40"": """", ""result50.1"": ""2019/06/17 11:37"", ""date50.1"": ""2019-06-17"", ""comment50.1"": """", ""result50.2"": ""2019/06/18 13:47"", ""date50.2"": ""2019-06-18"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-18"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-18"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-18"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-18"", ""comment60.3"": """", ""result70"": ""141900621"", ""date70"": ""2019-06-17"", ""comment70"": """", ""sntaken"": ""141900621"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向","G17049502","1","480818","zhangdaoxian","2019-06-17 11:37:11.883303","2019-06-18 13:47:04.696389","7"
"617","G17049502_480818_190617_52_141900622","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-17"", ""part"": ""G17049502"", ""machine"": ""电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480818"", ""result10"": ""OKAY"", ""date10"": ""2019-06-17"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-17"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-17"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-17"", ""comment40"": """", ""result50.1"": ""2019/06/17 11:37"", ""date50.1"": ""2019-06-17"", ""comment50.1"": """", ""result50.2"": ""2019/06/18 13:47"", ""date50.2"": ""2019-06-18"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-18"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-18"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-18"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-18"", ""comment60.3"": """", ""result70"": ""141900622"", ""date70"": ""2019-06-17"", ""comment70"": """", ""sntaken"": ""141900622"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向","G17049502","1","480818","zhangdaoxian","2019-06-17 11:37:31.929560","2019-06-18 13:47:13.541702","7"
"618","G17049502_480818_190617_53_141908629","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-17"", ""part"": ""G17049502"", ""machine"": ""电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480818"", ""result10"": ""OKAY"", ""date10"": ""2019-06-17"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-17"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-17"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-17"", ""comment40"": """", ""result50.1"": ""2019/06/17 11:37"", ""date50.1"": ""2019-06-17"", ""comment50.1"": """", ""result50.2"": ""2019/06/18 13:47"", ""date50.2"": ""2019-06-18"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-18"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-18"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-18"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-18"", ""comment60.3"": """", ""result70"": ""141908629"", ""date70"": ""2019-06-17"", ""comment70"": """", ""sntaken"": ""141908629"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮：002955400； 要求：轮轴向距离25mm； 机器： Global B,C per ； 轴向Y 向","G17049502","1","480818","zhangdaoxian","2019-06-17 11:37:44.753924","2019-06-18 13:47:22.870622","7"
"619","H00006253_0_190617_1","{""operator"":""lijiannan"",""date"":""2019-06-17"",""part"":""H00006253"",""machine"":""Global S A Green/Blue/Chrome"",""group"":""3"",""title"":""Global A Z 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-06-17"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-06-17"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-06-17"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-06-17"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-06-17"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-06-17"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-06-17"",""comment40"":"""",""result"":1}","Global S A Green/Blue/Chrome","H00006253","1","0","lijiannan","2019-06-17 13:27:19.086816","2019-06-17 13:27:19.086816","3"
"620","H00006253_0_190617_2","{""operator"":""lijiannan"",""date"":""2019-06-17"",""part"":""H00006253"",""machine"":""Global S A Green/Blue/Chrome"",""group"":""3"",""title"":""Global A Z 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-06-17"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-06-17"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-06-17"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-06-17"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-06-17"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-06-17"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-06-17"",""comment40"":"""",""result"":1}","Global S A Green/Blue/Chrome","H00006253","1","0","lijiannan","2019-06-17 13:27:33.501401","2019-06-17 13:27:33.501401","3"
"621","B545-0101-2_0_190617_1","{""operator"":""lijiannan"",""date"":""2019-06-17"",""part"":""B545-0101-2"",""machine"":""Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列"",""group"":""3"",""title"":""Global A Z 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-06-17"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-06-17"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-06-17"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-06-17"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-06-17"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-06-17"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-06-17"",""comment40"":"""",""result"":1}","Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列","B545-0101-2","1","0","lijiannan","2019-06-17 13:28:01.316558","2019-06-17 13:28:01.316558","3"
"622","B545-0101-2_0_190617_2","{""operator"":""lijiannan"",""date"":""2019-06-17"",""part"":""B545-0101-2"",""machine"":""Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列"",""group"":""3"",""title"":""Global A Z 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-06-17"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-06-17"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-06-17"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-06-17"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-06-17"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-06-17"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-06-17"",""comment40"":"""",""result"":1}","Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列","B545-0101-2","1","0","lijiannan","2019-06-17 13:28:15.637541","2019-06-17 13:28:15.637541","3"
"623","B545-0701-3-2_0_190617_1","{""operator"":""lijiannan"",""date"":""2019-06-17"",""part"":""B545-0701-3-2"",""machine"":""Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列"",""group"":""2"",""title"":""Global A Y 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-06-17"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-06-17"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-06-17"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-06-17"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-06-17"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-06-17"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-06-17"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-06-17"",""comment50.1"":"""",""result50.2"":""OKAY"",""date50.2"":""2019-06-17"",""comment50.2"":"""",""result60.1"":""OKAY"",""date60.1"":""2019-06-17"",""comment60.1"":"""",""result60.2"":""OKAY"",""date60.2"":""2019-06-17"",""comment60.2"":"""",""result60.3"":""216"",""date60.3"":""2019-06-17"",""comment60.3"":"""",""result"":1}","Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列","B545-0701-3-2","1","0","lijiannan","2019-06-17 13:29:15.917714","2019-06-17 13:29:15.917714","2"
"624","B545-0201-1-2_0_190617_1","{""operator"":""lijiannan"",""date"":""2019-06-17"",""part"":""B545-0201-1-2"",""machine"":""Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列"",""group"":""1"",""title"":""Global A X 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-06-17"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-06-17"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-06-17"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-06-17"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-06-17"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-06-17"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-06-17"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-06-17"",""comment50.1"":"""",""result50.2"":""OKAY"",""date50.2"":""2019-06-17"",""comment50.2"":"""",""result60.1"":""OKAY"",""date60.1"":""2019-06-17"",""comment60.1"":"""",""result60.2"":""OKAY"",""date60.2"":""2019-06-17"",""comment60.2"":"""",""result60.3"":""269"",""date60.3"":""2019-06-17"",""comment60.3"":"""",""result"":1}","Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列","B545-0201-1-2","1","0","lijiannan","2019-06-17 13:30:47.272486","2019-06-17 13:30:47.272486","1"
"625","B545-0201-1-2_0_190617_2","{""operator"":""lijiannan"",""date"":""2019-06-17"",""part"":""B545-0201-1-2"",""machine"":""Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列"",""group"":""1"",""title"":""Global A X 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-06-17"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-06-17"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-06-17"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-06-17"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-06-17"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-06-17"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-06-17"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-06-17"",""comment50.1"":"""",""result50.2"":""OKAY"",""date50.2"":""2019-06-17"",""comment50.2"":"""",""result60.1"":""OKAY"",""date60.1"":""2019-06-17"",""comment60.1"":"""",""result60.2"":""OKAY"",""date60.2"":""2019-06-17"",""comment60.2"":"""",""result60.3"":""266"",""date60.3"":""2019-06-17"",""comment60.3"":"""",""result"":1}","Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列","B545-0201-1-2","1","0","lijiannan","2019-06-17 13:31:42.918399","2019-06-17 13:31:42.918399","1"
"626","G17091300_479259_190618_1_091900334","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-18"", ""part"": ""G17091300"", ""machine"": ""电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""479259"", ""result10"": ""OKAY"", ""date10"": ""2019-06-18"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-18"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-18"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-18"", ""comment40"": """", ""result50.1"": ""2019/06/18 09:52"", ""date50.1"": ""2019-06-18"", ""comment50.1"": """", ""result50.2"": ""2019/06/18 13:47"", ""date50.2"": ""2019-06-18"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-18"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-18"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-18"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-18"", ""comment60.3"": """", ""result70"": ""091900334"", ""date70"": ""2019-06-18"", ""comment70"": """", ""sntaken"": ""091900334"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向","G17091300","1","479259","zhangdaoxian","2019-06-18 09:52:22.309035","2019-06-18 13:47:32.948351","7"
"627","G17091300_479259_190618_2_091900340","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-18"", ""part"": ""G17091300"", ""machine"": ""电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""479259"", ""result10"": ""OKAY"", ""date10"": ""2019-06-18"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-18"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-18"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-18"", ""comment40"": """", ""result50.1"": ""2019/06/18 09:52"", ""date50.1"": ""2019-06-18"", ""comment50.1"": """", ""result50.2"": ""2019/06/18 13:50"", ""date50.2"": ""2019-06-18"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-18"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-18"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-18"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-18"", ""comment60.3"": """", ""result70"": ""091900340"", ""date70"": ""2019-06-18"", ""comment70"": """", ""sntaken"": ""091900340"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向","G17091300","1","479259","zhangdaoxian","2019-06-18 09:52:44.539320","2019-06-18 13:50:25.704966","7"
"628","G17091300_479259_190618_3_091900331","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-18"", ""part"": ""G17091300"", ""machine"": ""电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""479259"", ""result10"": ""OKAY"", ""date10"": ""2019-06-18"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-18"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-18"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-18"", ""comment40"": """", ""result50.1"": ""2019/06/18 09:52"", ""date50.1"": ""2019-06-18"", ""comment50.1"": """", ""result50.2"": ""2019/06/18 13:51"", ""date50.2"": ""2019-06-18"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-18"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-18"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-18"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-18"", ""comment60.3"": """", ""result70"": ""091900331"", ""date70"": ""2019-06-18"", ""comment70"": """", ""sntaken"": ""091900331"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向","G17091300","1","479259","zhangdaoxian","2019-06-18 09:52:58.095894","2019-06-18 13:51:05.735079","7"
"629","G17049800_480826_190618_1_091900364","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-18"", ""part"": ""G17049800"", ""machine"": ""电机：C400-0055-01； 轮： A616-0310-1； 要求： 轮轴肩顶到轴底 ； 机器：TORO 2； 轴向： Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480826"", ""result10"": ""OKAY"", ""date10"": ""2019-06-18"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-18"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-18"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-18"", ""comment40"": """", ""result50.1"": ""2019/06/18 09:53"", ""date50.1"": ""2019-06-18"", ""comment50.1"": """", ""result50.2"": ""2019/06/20 10:43"", ""date50.2"": ""2019-06-20"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-20"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-20"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-20"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-20"", ""comment60.3"": """", ""result70"": ""091900364"", ""date70"": ""2019-06-18"", ""comment70"": """", ""sntaken"": ""091900364"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮： A616-0310-1； 要求： 轮轴肩顶到轴底 ； 机器：TORO 2； 轴向： Y 向","G17049800","1","480826","zhangdaoxian","2019-06-18 09:53:42.026057","2019-06-20 10:43:10.429531","7"
